script,arch,variant,mode,window_s,seed,fold,test_subjects,exercise_pw_f1,exercise_pw_balacc,exercise_ps_f1,exercise_ps_balacc,phase_f1,phase_balacc,fatigue_mae,fatigue_r,reps_mae,val_total,n_test_windows,n_test_sets,best_hps_json
sweep_raw,cnn1d_raw,raw,reps,2.0,7,aggregate,,,,,,,,,,0.26082491037018446,-0.945734255823915,,,"{""lr"": 0.003848428979966612, ""weight_decay"": 6.624607857200549e-05, ""batch_size"": 128, ""repr_dim"": 256, ""dropout"": 0.41560290104746045}"
sweep_raw,cnn1d_raw,raw,reps,2.0,1337,aggregate,,,,,,,,,,0.2683445442674065,-0.9332156990828778,,,"{""lr"": 0.003848428979966612, ""weight_decay"": 6.624607857200549e-05, ""batch_size"": 128, ""repr_dim"": 256, ""dropout"": 0.41560290104746045}"
sweep_raw,cnn1d_raw,raw,reps,1.0,42,aggregate,,,,,,,,,,0.1393070806410542,-1.5645443399633987,,,"{""lr"": 0.0046139521748778224, ""weight_decay"": 7.270273994580302e-05, ""batch_size"": 128, ""repr_dim"": 64, ""dropout"": 0.3955386083333854}"
sweep_raw,cnn1d_raw,raw,reps,1.0,7,aggregate,,,,,,,,,,0.13734836002957237,-1.5807653879295622,,,"{""lr"": 0.0046139521748778224, ""weight_decay"": 7.270273994580302e-05, ""batch_size"": 128, ""repr_dim"": 64, ""dropout"": 0.3955386083333854}"
sweep_raw,cnn1d_raw,raw,reps,1.0,1337,aggregate,,,,,,,,,,0.13875003999881988,-1.561880281490737,,,"{""lr"": 0.0046139521748778224, ""weight_decay"": 7.270273994580302e-05, ""batch_size"": 128, ""repr_dim"": 64, ""dropout"": 0.3955386083333854}"
sweep_raw,cnn1d_raw,raw,reps,5.0,42,aggregate,,,,,,,,,,0.6387108386329847,-0.127004124714469,,,"{""lr"": 0.0016615243906338954, ""weight_decay"": 1.0437077453880452e-06, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.10657424387444654}"
sweep_raw,cnn1d_raw,raw,reps,5.0,7,aggregate,,,,,,,,,,0.6315980933138594,-0.13828099304589472,,,"{""lr"": 0.0016615243906338954, ""weight_decay"": 1.0437077453880452e-06, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.10657424387444654}"
sweep_raw,cnn1d_raw,raw,reps,5.0,1337,aggregate,,,,,,,,,,0.6081578351885696,-0.1307343232676314,,,"{""lr"": 0.0016615243906338954, ""weight_decay"": 1.0437077453880452e-06, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.10657424387444654}"
sweep_raw,tcn_raw,raw,multi,2.0,42,aggregate,,0.17966837561938664,0.24882475192770048,0.15520688730089913,0.25,0.2783862196392787,0.33952407742582513,0.9825516331340399,0.30471957892938895,0.2610651329954073,0.17694052680978214,,,"{""lr"": 0.004992827411951447, ""weight_decay"": 6.067676372545571e-05, ""batch_size"": 128, ""repr_dim"": 64, ""dropout"": 0.44238339254266307}"
sweep_raw,tcn_raw,raw,multi,2.0,7,aggregate,,0.13972196312447077,0.19362993616342522,0.09826662042135187,0.16666666666666666,0.2191637128614107,0.33605409033422623,0.9974765058499815,0.3036318359621023,0.2591026556012536,0.18651246856576603,,,"{""lr"": 0.004992827411951447, ""weight_decay"": 6.067676372545571e-05, ""batch_size"": 128, ""repr_dim"": 64, ""dropout"": 0.44238339254266307}"
