slug,seed,fold,test_subjects,val_total,exercise_f1,exercise_balanced_acc,exercise_n,phase_f1,phase_balanced_acc,phase_n,fatigue_mae,fatigue_pearson,fatigue_n,reps_mae,reps_n
v17abl-drop_ppg-lstm-w2s,42,5,,-0.5284763541301536,0.11171366594360087,0.25,358,0.21636240703177823,0.3333333333333333,333,0.9450833624301676,0.44889619403520575,358,0.15963386423347226,332
v17abl-drop_ppg-lstm-w2s,42,6,,-0.34977006912231445,0.14425770308123248,0.25,254,0.2123015873015873,0.3333333333333333,229,0.6213244340551181,-0.19245454153689126,254,0.23250411836565227,228
v17abl-drop_ppg-lstm-w2s,42,7,,-0.1749722377353946,0.18032212885154061,0.29370122630992196,302,0.3367683041596085,0.3585010440268337,247,1.0504061465231789,-0.07808995169083385,302,0.18579251348820267,245
v17abl-drop_ppg-lstm-w2s,42,8,,-0.4394233322143555,0.12121212121212122,0.25,375,0.2265582567067063,0.4237924560505205,375,0.7865729166666666,-0.058788621662774,375,0.20671362979958455,375
v17abl-drop_ppg-lstm-w2s,42,9,,-0.040694594383239746,0.11,0.25,624,0.2335550628233555,0.3333333333333333,586,0.6826422275641025,0.1973722596231344,624,0.241084920683613,585
v17abl-drop_ppg-lstm-w2s,7,0,,-0.3717738692909971,0.10751295336787564,0.25,303,0.24140350877192984,0.5,303,0.9469626650165016,0.3078243175361057,303,0.2281283689524499,303
v17abl-drop_ppg-lstm-w2s,7,1,,-0.1666541908994133,0.11428571428571428,0.25,324,0.21505376344086022,0.3333333333333333,231,1.1688368055555556,0.1319463356581808,324,0.30778836084758504,228
v17abl-drop_ppg-lstm-w2s,7,2,,0.4365397252534565,0.13373493975903614,0.25,304,0.21266427718040623,0.3333333333333333,190,1.577109888980263,-0.15627757815938223,304,0.19495046165159202,187
v17abl-drop_ppg-lstm-w2s,7,3,,-0.4096810205903634,0.11507128309572301,0.25,378,0.22810890360559236,0.3333333333333333,298,1.1457816633597884,-0.08593297070254999,378,0.16485022466819166,295
v17abl-drop_ppg-lstm-w2s,7,4,,-0.11828554817651321,0.13240740740740742,0.25,397,0.20102564102564102,0.3333333333333333,227,0.9580840680100756,0.15100368191237637,397,0.17870285466464386,222
v17abl-drop_ppg-lstm-w2s,7,5,,-0.4840936640787391,0.11171366594360087,0.25,358,0.21636240703177823,0.3333333333333333,333,1.0098201815642458,-0.07412509126028019,358,0.15688795867903405,332
v17abl-drop_ppg-lstm-w2s,7,6,,-0.2839738130569458,0.14425770308123248,0.25,254,0.23047619047619047,0.3333333333333333,229,0.6883150836614174,-0.08530891309843283,254,0.22992969650811956,228
v17abl-drop_ppg-lstm-w2s,7,7,,-0.0941304899998848,0.15046296296296297,0.3333333333333333,302,0.22041553748870824,0.3333333333333333,247,1.1028688948675496,-0.11467998012269082,302,0.19746422544882006,245
v17abl-drop_ppg-lstm-w2s,7,8,,-0.35670191764831544,0.12121212121212122,0.25,375,0.22340425531914895,0.5,375,0.745375,0.047380936431108245,375,0.22205043387164672,375
v17abl-drop_ppg-lstm-w2s,7,9,,-0.0022179270401979103,0.11,0.25,624,0.20974658869395713,0.3333333333333333,586,0.7294108072916666,0.17714079757410556,624,0.2372485265121835,585
v17abl-drop_ppg-lstm-w5s,1337,0,,-0.07202166318893433,0.1064516129032258,0.25,122,0.21481481481481482,0.5,122,0.9205302254098361,0.28851023407396215,122,0.25438950897850954,122
v17abl-drop_ppg-lstm-w5s,1337,1,,0.14486324787139893,0.1130952380952381,0.25,130,0.18229166666666666,0.3333333333333333,93,1.3471754807692307,0.23455215582182326,130,0.3261770876124501,92
v17abl-drop_ppg-lstm-w5s,1337,2,,0.27059483528137207,0.13414634146341464,0.25,120,0.20795107033639146,0.3333333333333333,75,1.7529296875,-0.18014932896208113,120,0.19262111889248765,74
v17abl-drop_ppg-lstm-w5s,1337,3,,0.06952595710754395,0.11518324607329843,0.25,147,0.21031746031746032,0.5,115,1.163796768707483,-0.15813147692903423,147,0.16646363404781922,115
v17abl-drop_ppg-lstm-w5s,1337,4,,0.2508101463317871,0.1325581395348837,0.25,158,0.21025641025641026,0.3333333333333333,89,1.2180330300632911,0.045090917664126234,158,0.17959486997940324,88
v17abl-drop_ppg-lstm-w5s,1337,5,,0.13223719596862793,0.10962566844919786,0.25,146,0.21558872305140964,0.3333333333333333,136,1.150551155821918,0.0022925231042152973,146,0.16355078940590223,135
v17abl-drop_ppg-lstm-w5s,1337,6,,0.09009432792663574,0.14184397163120568,0.25,101,0.22705314009661837,0.3333333333333333,91,0.8082456683168316,-0.2902122407700882,101,0.23054210224913227,90
v17abl-drop_ppg-lstm-w5s,1337,7,,0.30921363830566406,0.1497005988023952,0.3333333333333333,117,0.22065727699530516,0.3333333333333333,95,1.2058961004273505,-0.14646299275043398,117,0.18584148028984349,94
v17abl-drop_ppg-lstm-w5s,1337,8,,0.08898413181304932,0.12121212121212122,0.25,150,0.23563218390804597,0.5,150,0.926484375,-0.08815221173632817,150,0.21701729740947484,150
